Unnamed: 0.1,Unnamed: 0,Matchday,Day,Date_x,Time_x,home,xG_home,xG_away,away,Assistance,Venue,Referee_x,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date_y,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee_y,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,Season,Time_y,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA
14,14,2,Sat,2018-08-18,15:00,Tottenham,2.9,1.6,Fulham,"58,297",Wembley Stadium,Anthony Taylor,/en/matches/aa8f0365/Tottenham-Hotspur-Fulham-August-18-2018-Premier-League,3,1,3-1-4-2,4-3-3,9.0,5.0,5.0,2.0,27.0,7.0,780.0,578.0,12.0,13.0,12.0,10.0,14.0,7.0,9.0,42.0,1.0,3.0,5.0,9.0,25.0,12.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Harry Kane,Eric Dier,Dele Alli,Christian Eriksen,Lucas Moura,Ben Davies,Michel Vorm,Danny Rose,Harry Winks,Érik Lamela,Moussa Sissoko,Mousa Dembélé,Fabricio,Ryan Sessegnon,Calum Chambers,Aleksandar Mitrović,Tom Cairney,Maxime Le Marchand,Timothy Fosu-Mensah,Joe Bryan,Jean Seri,Andre-Frank Zambo Anguissa,Aboubakar Kamara,Sergio Rico,Kevin McDonald,Neeskens Kebano,Stefan Johansen,André Schürrle,Luciano Vietto,E0,18/08/2018,3.0,1.0,H,1.0,0.0,H,A Taylor,25.0,10.0,11.0,3.0,9.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,1.28,6.0,12.0,1.28,6.0,10.0,1.27,6.0,10.0,,,,1.28,6.29,12.44,1.25,6.0,10.0,1.29,6.0,12.0,41.0,1.31,1.28,6.5,5.88,12.61,10.92,38.0,1.56,1.51,2.67,2.54,21.0,-1.75,2.06,2.0,1.91,1.86,1.27,6.5,11.96,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,2,Sat,2018-08-18,17:30,Chelsea,1.6,2.4,Arsenal,"40,491",Stamford Bridge,Martin Atkinson,/en/matches/9b69882c/North-West-London-Derby-Chelsea-Arsenal-August-18-2018-Premier-League,3,2,4-3-3,4-2-3-1,12.0,9.0,5.0,1.0,15.0,12.0,851.0,571.0,16.0,14.0,7.0,12.0,15.0,12.0,11.0,23.0,3.0,3.0,10.0,9.0,21.0,17.0,63.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Ross Barkley,Pedro,Willian,César Azpilicueta,Álvaro Morata,David Luiz,Willy Caballero,Eden Hazard,Victor Moses,Mateo Kovačić,Olivier Giroud,Davide Zappacosta,Petr Čech,Héctor Bellerín,Sokratis Papastathopoulos,Henrikh Mkhitaryan,Mesut Özil,Pierre-Emerick Aubameyang,Alex Iwobi,Nacho Monreal,Shkodran Mustafi,Mattéo Guendouzi,Granit Xhaka,Bernd Leno,Mohamed Elneny,Aaron Ramsey,Alexandre Lacazette,Lucas Torreira,Stephan Lichtsteiner,E0,18/08/2018,3.0,2.0,H,2.0,2.0,D,M Atkinson,24.0,15.0,11.0,6.0,12.0,9.0,5.0,1.0,0.0,2.0,0.0,0.0,1.8,4.0,4.5,1.78,3.8,4.5,1.8,3.8,4.2,,,,1.83,3.97,4.46,1.83,3.75,4.0,1.8,4.0,4.5,41.0,1.87,1.81,4.02,3.85,4.54,4.29,39.0,1.75,1.68,2.25,2.17,21.0,-0.75,2.08,2.03,1.88,1.84,1.83,3.84,4.64,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,2,Sun,2018-08-19,13:30,Burnley,0.6,1.5,Watford,"18,822",Turf Moor,Paul Tierney,/en/matches/5f6c378d/Burnley-Watford-August-19-2018-Premier-League,1,3,4-4-1-1,4-2-2-2,8.0,19.0,5.0,2.0,32.0,7.0,622.0,501.0,15.0,18.0,10.0,13.0,30.0,26.0,21.0,32.0,2.0,4.0,2.0,11.0,23.0,25.0,109.0,89.0,1.0,0.0,0.0,2.0,0.0,0.0,Joe Hart,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Chris Wood,Jeff Hendrick,Ashley Westwood,Stephen Ward,Aaron Lennon,Tom Heaton,Charlie Taylor,Sam Vokes,Ashley Barnes,Ben Gibson,Phil Bardsley,Ben Foster,Daryl Janmaat,Troy Deeney,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Sebastian Prödl,Adrian Mariappa,Isaac Success,Adam Masina,Ken Sema,E0,19/08/2018,1.0,3.0,A,1.0,1.0,D,P Tierney,8.0,9.0,3.0,6.0,8.0,19.0,5.0,2.0,1.0,2.0,0.0,0.0,2.45,3.1,3.4,2.4,3.1,3.2,2.4,3.1,3.15,,,,2.47,3.08,3.37,2.38,3.0,3.25,2.4,3.1,3.5,42.0,2.5,2.39,3.18,3.04,3.5,3.34,38.0,2.75,2.59,1.54,1.49,22.0,-0.25,2.1,2.02,1.91,1.86,2.48,3.11,3.36,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,2,Sun,2018-08-19,13:30,Man City,4.2,0.7,Huddersfield,"54,021",Etihad Stadium,Andre Marriner,/en/matches/64ee90d5/Manchester-City-Huddersfield-Town-August-19-2018-Premier-League,6,1,3-1-4-2,4-4-2,9.0,4.0,10.0,3.0,24.0,12.0,924.0,352.0,5.0,16.0,5.0,7.0,17.0,18.0,27.0,29.0,1.0,1.0,7.0,12.0,15.0,11.0,58.0,73.0,0.0,0.0,0.0,2.0,0.0,0.0,Ederson,Vincent Kompany,John Stones,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Bernardo Silva,David Silva,Benjamin Mendy,Fernandinho,Gabriel Jesus,Claudio Bravo,Kyle Walker,Raheem Sterling,Leroy Sané,Riyad Mahrez,Nicolás Otamendi,Ben Hamer,Tommy Smith,Terence Kongolo,Philip Billing,Chris Löwe,Alex Pritchard,Steve Mounié,Christopher Schindler,Jon Gorenc Stanković,Abdelhamid Sabiri,Florent Hadergjonaj,Jonas Lössl,Adama Diakhaby,Ramadan Sobhi,Rajiv van La Parra,Isaac Mbenza,Danny Williams,E0,19/08/2018,6.0,1.0,H,3.0,1.0,H,A Marriner,32.0,5.0,14.0,1.0,9.0,4.0,10.0,3.0,0.0,2.0,0.0,0.0,1.1,13.0,26.0,1.07,12.0,31.0,1.08,10.5,29.0,,,,1.1,12.39,32.7,1.06,12.0,29.0,1.06,13.0,34.0,42.0,1.11,1.09,13.0,11.35,35.0,28.36,35.0,1.39,1.32,3.6,3.32,20.0,-3.0,2.31,2.24,1.72,1.68,1.08,13.93,36.05,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,2,Sun,2018-08-19,16:00,Brighton,1.7,1.4,Chelsea,"30,592",The American Express Community Stadium,Kevin Friend,/en/matches/620ebbfd/Brighton-and-Hove-Albion-Manchester-United-August-19-2018-Premier-League,3,2,4-4-1-1,4-3-3,16.0,13.0,3.0,5.0,13.0,17.0,426.0,729.0,28.0,12.0,10.0,4.0,12.0,22.0,21.0,19.0,2.0,2.0,10.0,4.0,23.0,27.0,84.0,64.0,1.0,0.0,0.0,1.0,0.0,0.0,Mathew Ryan,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Anthony Knockaert,Pascal Groß,Glenn Murray,Solly March,Martín Montoya,Davy Pröpper,David Button,Beram Kayal,Yves Bissouma,Jürgen Locadia,Leon Balogun,Alireza Jahanbakhsh,David de Gea,Victor Lindelöf,Eric Bailly,Paul Pogba,Juan Mata,Romelu Lukaku,Anthony Martial,Andreas Pereira,Fred,Ashley Young,Luke Shaw,Lee Grant,Marcus Rashford,Chris Smalling,Jesse Lingard,Ander Herrera,Marouane Fellaini,E0,16/12/2018,1.0,2.0,A,0.0,2.0,A,S Attwell,6.0,10.0,2.0,3.0,14.0,6.0,4.0,1.0,2.0,2.0,0.0,0.0,7.5,4.5,1.5,8.0,4.5,1.42,7.2,4.4,1.45,,,,7.64,4.37,1.51,7.0,4.33,1.47,7.5,4.5,1.5,35.0,8.5,7.4,4.6,4.31,1.52,1.48,33.0,1.91,1.84,2.05,1.98,21.0,1.0,2.14,2.06,1.86,1.81,8.63,4.58,1.45,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,2,Mon,2018-08-20,20:00,Crystal Palace,0.4,2.6,Liverpool,"25,750",Selhurst Park,Michael Oliver,/en/matches/24e4536f/Crystal-Palace-Liverpool-August-20-2018-Premier-League,0,2,4-4-2,4-3-3,6.0,13.0,6.0,7.0,16.0,23.0,507.0,783.0,14.0,22.0,14.0,10.0,19.0,13.0,23.0,20.0,2.0,2.0,9.0,4.0,18.0,13.0,68.0,68.0,1.0,1.0,0.0,1.0,0.0,0.0,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,James Tomkins,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jeffrey Schlupp,Christian Benteke,James McArthur,Aaron Wan-Bissaka,Vicente Guaita,Joel Ward,Max Meyer,Cheikhou Kouyaté,Alexander Sørloth,Jordan Ayew,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Jordan Henderson,Daniel Sturridge,Alberto Moreno,Adam Lallana,Xherdan Shaqiri,E0,20/08/2018,0.0,2.0,A,0.0,1.0,A,M Oliver,8.0,16.0,2.0,6.0,6.0,13.0,6.0,7.0,1.0,1.0,1.0,0.0,7.0,5.0,1.44,6.75,4.75,1.44,7.0,4.5,1.45,,,,7.34,5.09,1.45,6.0,4.75,1.44,7.0,5.0,1.45,41.0,7.35,6.79,5.11,4.83,1.49,1.44,37.0,1.59,1.55,2.6,2.43,20.0,1.25,1.97,1.93,1.99,1.94,8.01,5.28,1.41,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,3,Sat,2018-08-25,12:30,Wolves,1.0,1.6,Man City,"31,322",Molineux Stadium,Martin Atkinson,/en/matches/a25a3f33/Wolverhampton-Wanderers-Manchester-City-August-25-2018-Premier-League,1,1,3-4-3,4-3-3,13.0,8.0,5.0,9.0,14.0,30.0,410.0,794.0,19.0,9.0,10.0,7.0,15.0,13.0,40.0,13.0,4.0,3.0,16.0,7.0,10.0,20.0,68.0,45.0,1.0,0.0,0.0,2.0,0.0,0.0,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Hélder Costa,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,João Moutinho,John Ruddy,Morgan Gibbs-White,Romain Saïss,Rúben Vinagre,Kortney Hause,Léo Bonatini,Ederson,Kyle Walker,Vincent Kompany,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Bernardo Silva,David Silva,Benjamin Mendy,Fernandinho,Arijanet Muric,John Stones,Fabian Delph,Leroy Sané,Riyad Mahrez,Nicolás Otamendi,E0,25/08/2018,1.0,1.0,D,0.0,0.0,D,M Atkinson,11.0,18.0,2.0,6.0,13.0,8.0,5.0,9.0,1.0,2.0,0.0,0.0,11.0,6.5,1.28,10.0,6.75,1.25,11.0,6.1,1.25,,,,12.1,6.52,1.27,10.0,6.0,1.25,13.0,6.25,1.29,40.0,13.0,10.84,6.75,6.18,1.3,1.27,37.0,1.59,1.54,2.6,2.46,21.0,2.0,1.67,1.61,2.51,2.37,12.01,5.82,1.3,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,3,Sat,2018-08-25,15:00,Arsenal,1.8,1.1,West Ham,"59,830",Emirates Stadium,Graham Scott,/en/matches/0014076a/Arsenal-West-Ham-United-August-25-2018-Premier-League,3,1,4-2-3-1,4-4-1-1,16.0,13.0,7.0,2.0,21.0,15.0,695.0,499.0,15.0,14.0,6.0,17.0,14.0,14.0,26.0,29.0,3.0,3.0,6.0,7.0,13.0,22.0,52.0,58.0,1.0,0.0,0.0,3.0,0.0,0.0,Petr Čech,Héctor Bellerín,Sokratis Papastathopoulos,Henrikh Mkhitaryan,Aaron Ramsey,Pierre-Emerick Aubameyang,Alex Iwobi,Nacho Monreal,Shkodran Mustafi,Mattéo Guendouzi,Granit Xhaka,Bernd Leno,Mohamed Elneny,Alexandre Lacazette,Lucas Torreira,Stephan Lichtsteiner,Rob Holding,Łukasz Fabiański,Fabián Balbuena,Marko Arnautović,Felipe Anderson,Robert Snodgrass,Carlos Sánchez,Jack Wilshere,Issa Diop,Ryan Fredericks,Arthur Masuaku,Michail Antonio,Adrián,Pablo Zabaleta,Pedro Obiang,Javier Hernández,Andriy Yarmolenko,Lucas Pérez,E0,25/08/2018,3.0,1.0,H,1.0,1.0,D,G Scott,17.0,13.0,10.0,5.0,16.0,13.0,10.0,2.0,1.0,3.0,0.0,0.0,1.36,5.5,9.0,1.36,5.25,7.75,1.4,4.8,7.5,,,,1.38,5.52,8.77,1.36,5.0,7.5,1.36,5.5,9.0,41.0,1.4,1.37,5.72,5.32,9.5,8.1,33.0,1.5,1.44,2.9,2.73,21.0,-1.5,2.05,2.0,1.92,1.87,1.37,5.65,8.67,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,3,Sat,2018-08-25,15:00,Southampton,0.5,0.6,Leicester,"29,925",St. Mary's Stadium,Jonathan Moss,/en/matches/4e5f55cb/Southampton-Leicester-City-August-25-2018-Premier-League,1,2,4-4-2,4-2-3-1,13.0,11.0,10.0,3.0,28.0,15.0,597.0,575.0,18.0,14.0,14.0,8.0,22.0,20.0,14.0,40.0,1.0,0.0,10.0,7.0,19.0,14.0,80.0,65.0,3.0,0.0,1.0,1.0,0.0,0.0,Alex McCarthy,Cédric Soares,Jannik Vestergaard,Wesley Hoedt,Shane Long,Danny Ings,Mohamed Elyounoussi,Mario Lemina,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Angus Gunn,Jack Stephens,Steven Davis,Charlie Austin,Oriol Romeu,James Ward-Prowse,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Demarai Gray,Kelechi Iheanacho,James Maddison,Ricardo Pereira,Harry Maguire,Daniel Amartey,Nampalys Mendy,Wilfred Ndidi,Danny Ward,Jonny Evans,Marc Albrighton,Shinji Okazaki,Adrien Silva,Christian Fuchs,E0,25/08/2018,1.0,2.0,A,0.0,0.0,D,J Moss,11.0,8.0,5.0,5.0,13.0,11.0,10.0,3.0,1.0,1.0,1.0,0.0,2.45,3.2,3.25,2.4,3.2,3.1,2.4,3.15,3.1,,,,2.45,3.34,3.18,2.3,3.3,3.1,2.45,3.25,3.25,41.0,2.52,2.42,3.35,3.22,3.25,3.12,39.0,2.4,2.27,1.7,1.63,22.0,-0.25,2.12,2.05,1.87,1.83,2.35,3.28,3.44,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,3,Sat,2018-08-25,15:00,Huddersfield,0.2,0.9,Cardiff,"21,193",The John Smith's Stadium,Michael Oliver,/en/matches/846881a8/Huddersfield-Town-Cardiff-City-August-25-2018-Premier-League,0,0,4-2-3-1,4-1-4-1,8.0,10.0,7.0,7.0,26.0,15.0,543.0,469.0,14.0,19.0,6.0,12.0,27.0,35.0,24.0,33.0,1.0,1.0,11.0,4.0,23.0,34.0,83.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,Ben Hamer,Terence Kongolo,Jonathan Hogg,Philip Billing,Aaron Mooy,Adama Diakhaby,Rajiv van La Parra,Steve Mounié,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Jonas Lössl,Tommy Smith,Chris Löwe,Isaac Mbenza,Laurent Depoitre,Alex Pritchard,Neil Etheridge,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Joe Ralls,Kenneth Zohore,Josh Murphy,Nathaniel Mendez-Laing,Víctor Camarasa,Sol Bamba,Alex Smithies,Lee Peltier,Danny Ward,Callum Paterson,Bobby Reid,Greg Cunningham,E0,25/08/2018,0.0,0.0,D,0.0,0.0,D,M Oliver,5.0,14.0,1.0,4.0,8.0,10.0,7.0,7.0,0.0,1.0,1.0,0.0,2.37,3.0,3.7,2.25,3.1,3.5,2.3,3.0,3.55,,,,2.34,3.1,3.68,2.3,3.1,3.3,2.38,3.1,3.6,41.0,2.4,2.32,3.18,3.04,3.7,3.53,38.0,2.72,2.58,1.55,1.5,22.0,-0.25,2.01,1.95,1.95,1.91,2.46,3.03,3.5,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,3,Sat,2018-08-25,15:00,Bournemouth,2.2,0.6,Everton,"10,654",Vitality Stadium,Lee Probert,/en/matches/b9a56747/Bournemouth-Everton-August-25-2018-Premier-League,2,2,4-4-2,4-4-1-1,12.0,10.0,6.0,2.0,22.0,15.0,540.0,557.0,17.0,21.0,8.0,12.0,15.0,18.0,17.0,32.0,5.0,0.0,9.0,10.0,28.0,24.0,60.0,81.0,0.0,1.0,0.0,3.0,1.0,0.0,Asmir Begović,Steve Cook,Dan Gosling,Nathan Aké,Andrew Surman,Charlie Daniels,Callum Wilson,Adam Smith,Joshua King,David Brooks,Ryan Fraser,Artur Boruc,Simon Francis,Jefferson Lerma,Lys Mousset,Jordon Ibe,Lewis Cook,Jordan Pickford,Mason Holgate,Leighton Baines,Michael Keane,Gylfi Sigurðsson,Theo Walcott,Cenk Tosun,Idrissa Gana Gueye,Séamus Coleman,Tom Davies,Richarlison,Maarten Stekelenburg,Kurt Zouma,Lucas Digne,Oumar Niasse,Bernard,Kieran Dowell,E0,25/08/2018,2.0,2.0,D,0.0,0.0,D,L Probert,17.0,11.0,5.0,3.0,12.0,10.0,6.0,2.0,0.0,3.0,1.0,1.0,2.62,3.6,2.75,2.6,3.4,2.7,2.55,3.5,2.65,,,,2.63,3.58,2.77,2.5,3.6,2.62,2.6,3.6,2.75,41.0,2.69,2.59,3.6,3.49,2.81,2.7,38.0,1.76,1.72,2.25,2.12,21.0,-0.25,2.29,2.22,1.74,1.69,2.68,3.51,2.75,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,3,Sat,2018-08-25,17:30,Liverpool,1.6,0.6,Brighton,"53,294",Anfield,Chris Kavanagh,/en/matches/db5e61cc/Liverpool-Brighton-and-Hove-Albion-August-25-2018-Premier-League,1,0,4-3-3,4-5-1,8.0,14.0,8.0,5.0,24.0,11.0,919.0,497.0,21.0,21.0,9.0,29.0,18.0,19.0,10.0,38.0,1.0,3.0,6.0,8.0,21.0,17.0,56.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Jordan Henderson,Daniel Sturridge,Alberto Moreno,Adam Lallana,Xherdan Shaqiri,Mathew Ryan,Gaëtan Bong,Shane Duffy,Dale Stephens,Yves Bissouma,Anthony Knockaert,Leon Balogun,Glenn Murray,Solly March,Martín Montoya,Davy Pröpper,David Button,Markus Suttner,Beram Kayal,Jürgen Locadia,Pascal Groß,Alireza Jahanbakhsh,E0,25/08/2018,1.0,0.0,H,1.0,0.0,H,C Kavanagh,22.0,6.0,8.0,2.0,8.0,14.0,8.0,5.0,1.0,1.0,0.0,0.0,1.16,8.5,19.0,1.16,7.5,17.5,1.15,7.9,18.0,,,,1.17,8.54,21.13,1.15,8.0,17.0,1.15,8.5,23.0,41.0,1.18,1.16,8.92,8.05,23.0,18.81,35.0,1.47,1.41,3.0,2.85,21.0,-2.25,2.03,1.96,1.96,1.91,1.15,9.48,22.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,3,Sun,2018-08-26,13:30,Watford,1.2,1.0,Crystal Palace,"20,014",Vicarage Road Stadium,Anthony Taylor,/en/matches/6ad36993/Watford-Crystal-Palace-August-26-2018-Premier-League,2,1,4-2-2-2,4-4-2,14.0,11.0,6.0,3.0,18.0,9.0,491.0,608.0,26.0,19.0,19.0,5.0,24.0,23.0,16.0,30.0,1.0,3.0,13.0,13.0,19.0,33.0,88.0,85.0,4.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Daryl Janmaat,Troy Deeney,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Sebastian Prödl,Adrian Mariappa,Isaac Success,Adam Masina,Ken Sema,Wayne Hennessey,Joel Ward,Patrick van Aanholt,Luka Milivojević,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jeffrey Schlupp,Christian Benteke,James McArthur,Martin Kelly,Vicente Guaita,Max Meyer,Cheikhou Kouyaté,Alexander Sørloth,Jordan Ayew,Sullay Kaikai,E0,26/08/2018,2.0,1.0,H,0.0,0.0,D,A Taylor,13.0,9.0,5.0,3.0,14.0,11.0,6.0,3.0,4.0,2.0,0.0,0.0,2.6,3.25,3.0,2.55,3.1,2.95,2.5,3.2,2.95,,,,2.61,3.33,2.96,2.5,3.3,2.8,2.6,3.3,2.9,42.0,2.66,2.55,3.36,3.22,3.04,2.92,39.0,2.21,2.13,1.79,1.71,20.0,-0.25,2.23,2.16,1.77,1.73,2.37,3.37,3.3,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,3,Sun,2018-08-26,16:00,Fulham,1.3,1.5,Burnley,"23,438",Craven Cottage,David Coote,/en/matches/55af3b90/Fulham-Burnley-August-26-2018-Premier-League,4,2,4-3-3,4-4-1-1,11.0,8.0,6.0,4.0,16.0,27.0,706.0,457.0,9.0,21.0,4.0,11.0,13.0,17.0,27.0,21.0,1.0,5.0,9.0,14.0,18.0,21.0,82.0,99.0,2.0,0.0,0.0,1.0,0.0,0.0,Marcus Bettinelli,Denis Odoi,Kevin McDonald,Aleksandar Mitrović,Tom Cairney,André Schürrle,Luciano Vietto,Maxime Le Marchand,Timothy Fosu-Mensah,Joe Bryan,Jean Seri,Fabricio,Ryan Sessegnon,Calum Chambers,Stefan Johansen,Cyrus Christie,Andre-Frank Zambo Anguissa,Joe Hart,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Chris Wood,Jeff Hendrick,Ashley Westwood,Stephen Ward,Aaron Lennon,Tom Heaton,Charlie Taylor,Sam Vokes,Ashley Barnes,Ben Gibson,Phil Bardsley,E0,26/08/2018,4.0,2.0,H,3.0,2.0,H,D Coote,25.0,12.0,12.0,2.0,11.0,8.0,6.0,4.0,2.0,1.0,0.0,0.0,2.0,3.4,4.33,2.0,3.3,4.0,1.97,3.35,4.1,,,,1.97,3.47,4.4,2.0,3.25,3.9,2.0,3.4,4.33,39.0,2.04,1.98,3.57,3.36,4.5,4.14,36.0,2.31,2.22,1.72,1.65,20.0,-0.25,1.74,1.69,2.32,2.22,2.26,3.23,3.71,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
